pickup_datetime,dropoff_datetime,trip_distance,fare_amount,payment_type,total_amount,borough
2022-11-30 23:57:41+00:00,2022-12-01 00:07:48+00:00,1.730000000,9.000000000,1,15.360000000,Manhattan
2022-11-30 23:57:39+00:00,2022-12-01 00:05:35+00:00,1.170000000,7.500000000,2,11.300000000,Manhattan
2022-11-30 23:57:39+00:00,2022-12-01 00:03:00+00:00,1.200000000,6.000000000,1,11.750000000,Manhattan
2022-11-30 23:57:35+00:00,2022-12-01 00:16:37+00:00,4.700000000,17.500000000,1,21.300000000,Manhattan
2022-11-30 23:57:33+00:00,2022-12-01 00:07:11+00:00,1.680000000,8.000000000,1,14.160000000,Manhattan
2022-11-30 23:57:32+00:00,2022-12-01 00:02:07+00:00,0.960000000,5.500000000,2,9.300000000,Manhattan
2022-11-30 23:57:32+00:00,2022-12-01 00:31:49+00:00,5.650000000,22.000000000,1,30.960000000,Manhattan
2022-11-30 23:57:27+00:00,2022-12-01 00:10:14+00:00,3.360000000,12.500000000,1,17.300000000,Manhattan
2022-11-30 23:57:27+00:00,2022-12-01 00:10:57+00:00,3.320000000,18.600000000,0,24.090000000,Manhattan
2022-11-30 23:57:25+00:00,2022-12-01 00:03:55+00:00,1.280000000,7.000000000,1,12.960000000,Manhattan
2022-11-30 23:57:23+00:00,2022-12-01 00:00:57+00:00,0.900000000,5.000000000,1,10.800000000,Manhattan
2022-11-30 23:57:23+00:00,2022-12-01 00:05:12+00:00,1.370000000,7.000000000,2,10.800000000,Manhattan
2022-11-30 23:57:21+00:00,2022-12-01 00:11:35+00:00,2.500000000,11.500000000,1,19.890000000,Manhattan
2022-11-30 23:57:19+00:00,2022-12-01 00:01:16+00:00,0.600000000,4.500000000,1,9.950000000,Manhattan
2022-11-30 23:57:19+00:00,2022-12-01 00:01:00+00:00,0.600000000,4.500000000,2,8.300000000,Manhattan
2022-11-30 23:57:17+00:00,2022-12-01 00:10:06+00:00,0E-9,16.080000000,0,19.380000000,Manhattan
2022-11-30 23:57:16+00:00,2022-12-01 00:05:13+00:00,1.000000000,7.000000000,1,12.960000000,Manhattan
2022-11-30 23:57:14+00:00,2022-12-01 00:02:13+00:00,0.870000000,5.500000000,1,11.000000000,Manhattan
